,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,start_date,bat_start_hour,rat_start_hour,rat_end_hour
828,01:58,1.0,rat,01:56,02:10,116,1,0,5,19:24,6.581111111,1,6/5/2018,1,1,2
829,01:58,3.0,rat,01:56,02:10,118,1,0,5,19:24,6.581666667,1,6/5/2018,1,1,2
830,02:00,16.0,bat_fight,01:56,02:10,202,1,0,5,19:24,6.605,1,6/5/2018,2,1,2
831,02:00,27.0,bat_fight_and_rat,01:56,02:10,210,1,0,5,19:24,6.607222222,1,6/5/2018,2,1,2
832,02:01,0.092315438,rat,01:56,02:10,270,1,0,5,19:24,6.623888889,1,6/5/2018,2,1,2
833,02:07,16.0,rat,01:56,02:10,657,1,0,5,19:24,6.731388889,1,6/5/2018,2,1,2
834,02:09,5.0,rat,01:56,02:10,783,1,0,5,19:24,6.766388889,1,6/5/2018,2,1,2
835,03:16,12.0,pick_bat,03:10,03:16,377,1,1,5,19:24,7.871944444,1,6/5/2018,3,3,3
836,03:39,1.0,fast,03:30,03:46,536,0,1,5,19:24,8.258055556,1,6/5/2018,3,3,3
837,03:39,1.0,rat,03:30,03:46,557,1,0,5,19:24,8.263888889,1,6/5/2018,3,3,3
838,03:40,2.0,fast,03:30,03:46,581,0,1,5,19:24,8.270555556,1,6/5/2018,3,3,3
839,03:42,12.0,rat,03:30,03:46,721,1,0,5,19:24,8.309444444,1,6/5/2018,3,3,3
840,03:42,1.0,fast,03:30,03:46,733,0,1,5,19:24,8.312777778,1,6/5/2018,3,3,3
841,03:42,3.0,fast,03:30,03:46,737,0,1,5,19:24,8.313888889,1,6/5/2018,3,3,3
843,03:46,1.0,fast,03:30,03:46,935,0,1,5,19:24,8.368888889,1,6/5/2018,3,3,3
845,05:07,1.0,fast,04:54,05:11,737,0,1,5,19:24,9.717222222,1,6/5/2018,5,4,5
846,05:07,5.0,rat,04:54,05:11,756,1,0,5,19:24,9.7225,1,6/5/2018,5,4,5
847,05:08,8.0,pick,04:54,05:11,808,0,1,5,19:24,9.736944444,1,6/5/2018,5,4,5
848,05:28,19.0,rat,05:26,05:28,91,1,0,5,19:24,10.07083333,1,6/5/2018,5,5,5
854,20:25,6.0,rat,20:24,20:25,54,1,0,5,19:23,1.044166667,1,4/5/2018,20,20,20
855,20:44,10.0,pick,20:39,21:04,275,0,1,5,19:23,1.353055556,1,4/5/2018,20,20,21
856,20:50,17.0,pick_rat,20:39,21:04,645,1,1,5,19:23,1.455833333,1,4/5/2018,20,20,21
858,22:33,8.0,pick,22:32,22:34,28,0,1,5,19:23,3.172777778,1,4/5/2018,22,22,22
859,22:33,1.0,fast,22:32,22:34,43,0,1,5,19:23,3.176944444,1,4/5/2018,22,22,22
860,23:36,16.0,rat,23:33,23:36,167,1,0,5,19:23,4.226111111,1,4/5/2018,23,23,23
862,01:02,14.0,rat,00:50,01:11,695,1,0,5,19:23,5.658888889,1,5/5/2018,1,0,1
863,01:03,19.0,pick,00:50,01:11,766,0,1,5,19:23,5.678611111,1,5/5/2018,1,0,1
864,02:02,2.0,fast,02:02,02:07,13,0,1,5,19:23,6.658055556,1,5/5/2018,2,2,2
866,02:06,2.0,fast,02:02,02:07,233,0,1,5,19:23,6.719166667,1,5/5/2018,2,2,2
867,02:46,1.0,fast,02:45,02:47,81,0,1,5,19:23,7.392222222,1,5/5/2018,2,2,2
868,03:25,1.0,rat,03:22,03:29,179,1,0,5,19:23,8.043888889,1,5/5/2018,3,3,3
869,03:26,18.0,rat,03:22,03:29,237,1,0,5,19:23,8.06,1,5/5/2018,3,3,3
872,19:11,1.0,rat,18:58,19:25,790,1,0,5,19:22,-0.1675,1,3/5/2018,19,18,19
874,19:14,4.0,rat,18:58,19:25,930,1,0,5,19:22,-0.128611111,1,3/5/2018,19,18,19
875,20:18,2.0,not_sure_rat,20:18,20:18,43,1,0,5,19:22,0.949166667,1,3/5/2018,20,20,20
876,20:58,0.042337019,rat,20:57,21:07,40,1,0,5,19:22,1.61,1,3/5/2018,20,20,21
878,23:49,22.0,rat_and_bat_and_pick,23:46,23:52,200,1,1,5,19:22,4.460277778,1,3/5/2018,23,23,23
880,23:51,28.0,pick,23:46,23:52,326,0,1,5,19:22,4.495277778,1,3/5/2018,23,23,23
881,00:12,5.0,rat,00:09,00:30,153,1,0,5,19:22,4.833888889,1,4/5/2018,0,0,0
882,00:22,18.0,rat,00:09,00:30,764,1,0,5,19:22,5.003611111,1,4/5/2018,0,0,0
883,00:22,20.0,rat,00:09,00:30,774,1,0,5,19:22,5.006388889,1,4/5/2018,0,0,0
884,01:57,0.018395555,rat,01:57,02:07,9,1,0,5,19:22,6.598055556,1,4/5/2018,1,1,2
885,02:04,4.0,fast,01:57,02:07,385,0,1,5,19:22,6.7025,1,4/5/2018,2,1,2
886,02:06,11.0,bat,01:57,02:07,505,1,0,5,19:22,6.735833333,1,4/5/2018,2,1,2
887,02:06,4.0,fast,01:57,02:07,519,0,1,5,19:22,6.739722222,1,4/5/2018,2,1,2
888,02:06,10.0,pick,01:57,02:07,555,0,1,5,19:22,6.749722222,1,4/5/2018,2,1,2
890,02:58,10.0,bat_fight,02:55,03:14,142,1,0,5,19:22,7.604722222,1,4/5/2018,2,2,3
892,02:58,1.0,fast,02:55,03:14,164,0,1,5,19:22,7.610833333,1,4/5/2018,2,2,3
893,03:00,5.0,pick,02:55,03:14,248,0,1,5,19:22,7.634166667,1,4/5/2018,3,2,3
896,03:05,0.062233499,fast,02:55,03:14,547,0,1,5,19:22,7.717222222,1,4/5/2018,3,2,3
897,03:05,6.0,pick_bat,02:55,03:14,593,1,1,5,19:22,7.73,1,4/5/2018,3,2,3
898,03:06,8.0,pick,02:55,03:14,620,0,1,5,19:22,7.7375,1,4/5/2018,3,2,3
899,03:06,5.0,rat,02:55,03:14,636,1,0,5,19:22,7.741944444,1,4/5/2018,3,2,3
900,03:09,8.0,rat,02:55,03:14,810,1,0,5,19:22,7.790277778,1,4/5/2018,3,2,3
901,03:20,4.0,rat,03:20,03:21,23,1,0,5,19:22,7.981388889,1,4/5/2018,3,3,3
902,04:18,2.0,rat,04:14,04:30,224,1,0,5,19:22,8.933333333,1,4/5/2018,4,4,4
903,04:18,1.0,fast,04:14,04:30,275,0,1,5,19:22,8.9475,1,4/5/2018,4,4,4
904,04:19,22.0,pick,04:14,04:30,310,0,1,5,19:22,8.957222222,1,4/5/2018,4,4,4
905,23:51,2.0,fast,23:46,23:52,339,0,1,5,19:22,4.498888889,1,3/5/2018,23,23,23
