start_time_hour,sunset_time_hour,rat_period_start_hour,rat_period_end_hour,rat_activity_minutes,time_after_sunset_minutes,start_month,start_dayofweek,start_day_index,habit_category_neutral_response,habit_category_uncertain
18.616666666666667,16.75,18.583333333333332,18.633333333333333,3.0,112.0,12,5,4,0,0
19.85,16.75,19.833333333333332,19.916666666666668,5.0,186.0,12,5,4,1,0
19.85,16.75,19.833333333333332,19.916666666666668,5.0,186.0,12,5,4,1,0
19.866666666666667,16.75,19.833333333333332,19.916666666666668,5.0,187.0,12,5,4,0,0
19.9,16.75,19.833333333333332,19.916666666666668,5.0,189.0,12,5,4,0,0
19.9,16.75,19.833333333333332,19.916666666666668,5.0,189.0,12,5,4,0,0
19.9,16.75,19.833333333333332,19.916666666666668,5.0,189.0,12,5,4,0,0
21.4,16.716666666666665,21.366666666666667,21.45,5.0,281.0,12,1,0,0,0
21.4,16.716666666666665,21.366666666666667,21.45,5.0,281.0,12,1,0,1,0
21.4,16.716666666666665,21.366666666666667,21.45,5.0,281.0,12,1,0,1,0
21.4,16.716666666666665,21.366666666666667,21.45,5.0,281.0,12,1,0,1,0
21.416666666666668,16.716666666666665,21.366666666666667,21.45,5.0,282.0,12,1,0,1,0
21.433333333333334,16.716666666666665,21.366666666666667,21.45,5.0,283.0,12,1,0,0,0
21.433333333333334,16.716666666666665,21.366666666666667,21.45,5.0,283.0,12,1,0,1,0
1.5833333333333335,16.716666666666665,1.5666666666666667,1.6833333333333333,7.0,-908.0,12,2,1,0,0
19.6,16.733333333333334,19.583333333333332,19.766666666666666,11.0,172.0,12,3,2,1,0
19.6,16.733333333333334,19.583333333333332,19.766666666666666,11.0,172.0,12,3,2,0,0
19.616666666666667,16.733333333333334,19.583333333333332,19.766666666666666,11.0,173.0,12,3,2,0,0
19.733333333333334,16.733333333333334,19.583333333333332,19.766666666666666,11.0,180.0,12,3,2,0,0
19.75,16.733333333333334,19.583333333333332,19.766666666666666,11.0,181.0,12,3,2,1,0
19.766666666666666,16.733333333333334,19.583333333333332,19.766666666666666,11.0,182.0,12,3,2,0,0
3.966666666666667,16.716666666666665,3.9333333333333336,4.216666666666667,17.0,-765.0,12,3,2,1,0
4.033333333333333,16.716666666666665,3.9333333333333336,4.216666666666667,17.0,-761.0,12,3,2,1,0
23.733333333333334,17.15,23.733333333333334,23.833333333333332,6.0,395.0,1,5,32,1,0
23.733333333333334,17.15,23.733333333333334,23.833333333333332,6.0,395.0,1,5,32,1,0
23.75,17.15,23.733333333333334,23.833333333333332,6.0,396.0,1,5,32,0,0
23.75,17.15,23.733333333333334,23.833333333333332,6.0,396.0,1,5,32,1,0
23.75,17.15,23.733333333333334,23.833333333333332,6.0,396.0,1,5,32,0,0
23.783333333333335,17.15,23.733333333333334,23.833333333333332,6.0,398.0,1,5,32,1,0
23.8,17.15,23.733333333333334,23.833333333333332,6.0,399.0,1,5,32,1,0
23.8,17.15,23.733333333333334,23.833333333333332,6.0,399.0,1,5,32,1,0
23.8,17.15,23.733333333333334,23.833333333333332,6.0,399.0,1,5,32,1,0
23.833333333333332,17.15,23.733333333333334,23.833333333333332,6.0,401.0,1,5,32,1,0
4.333333333333333,17.15,4.133333333333334,4.333333333333333,12.0,-769.0,1,6,33,1,0
1.8666666666666667,16.766666666666666,1.8333333333333335,1.9166666666666665,5.0,-894.0,1,0,6,1,0
19.733333333333334,17.216666666666665,19.683333333333334,19.75,4.0,151.0,1,2,36,0,0
22.383333333333333,17.216666666666665,22.333333333333332,22.4,4.0,310.0,1,2,36,1,0
4.2,16.883333333333333,4.116666666666666,4.25,8.0,-761.0,1,2,15,0,0
19.933333333333334,17.166666666666668,19.933333333333334,20.166666666666668,14.0,166.0,1,6,33,1,0
20.05,17.166666666666668,19.933333333333334,20.166666666666668,14.0,173.0,1,6,33,0,0
20.066666666666666,17.166666666666668,19.933333333333334,20.166666666666668,14.0,174.0,1,6,33,0,0
20.083333333333332,17.166666666666668,19.933333333333334,20.166666666666668,14.0,175.0,1,6,33,0,0
20.083333333333332,17.166666666666668,19.933333333333334,20.166666666666668,14.0,175.0,1,6,33,0,0
20.083333333333332,17.166666666666668,19.933333333333334,20.166666666666668,14.0,175.0,1,6,33,1,0
20.083333333333332,17.166666666666668,19.933333333333334,20.166666666666668,14.0,175.0,1,6,33,1,0
20.083333333333332,17.166666666666668,19.933333333333334,20.166666666666668,14.0,175.0,1,6,33,0,0
